r23_point,r23_package_power,source,note
5943,15,https://youtu.be/y3-4FgTmGIQ
7817,20
9296,25
10650,30
11400,35
12114,40
13076,45,https://youtu.be/0yXTUI7InNk
13704,50
14358,55
14904,60
15469,65
15860,70
16238,75
16551,80
17015,85
17217,90
17553,95
17727,100
18068,105
18471,115
