r23_point,package_power,note,source
4500,9,guess
7507,15,,https://youtu.be/y3-4FgTmGIQ
9188,20
10298,25
11148,30
11911,35
12481,40
12680,45,,https://youtu.be/2OnXqPm7gsQ
14212,65
14688,90
